38,3,0,2,1,1, lames crying over hoes thats tears of a clown ,1
39,3,0,3,0,1, like Snoop said in 94 we dont love these hoes ,1
40,3,0,1,2,2, momma said no pussy cats inside my doghouse ,0
41,3,0,3,0,1, most hated but the hoes favorite 2MW SevenOne ,1
42,3,0,3,0,1," nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick ",1
43,3,0,3,0,1, pimps up pimps up hoes down Future voice,1
44,3,0,3,0,1, post a picture of that pussy get 200 likes ,1
45,3,0,3,0,1, pussy is a powerful drug 😅 HappyHumpDay ,1
46,3,0,3,0,1, quick piece of pussy call it a drive by ,1
47,3,0,3,0,1, running round here like some brand new pussy thats bout to get fucked ,1
48,3,0,3,0,1, these bitches even worst they will send them guys for you ,1
49,3,1,2,0,1, these hoes like niggas that spend money not talk bout it ,1
50,3,1,2,0,1, we dont trust these niggas all these bitches ,1
51,3,0,3,0,1, yall niggas b cuffing hoes cause yall aint never have bitches ,1
52,3,0,3,0,1, you dodge a bullet 😅 “ All da bitches I cut off pregnant or bound to be ..thank God 🙏 ”,1
53,3,0,3,0,1, young Pill Chamberlain these bitches love my music ,1
54,3,0,2,1,1, 😂😂 Teanna Trump probably cleaner than most of these twitter hoes but.. ,1
55,3,0,3,0,1, 😂😂 Gay niggas couldn t wait to act like bitches tonight ,1
56,3,0,3,0,1, 😂😂 And ima steal his cat n replace it with a pitbull 😂😂 RT He a bitch you should do it ,1
57,3,0,3,0,1, & he is gone always be a hoe ,1
58,3,0,3,0,1, ..Son of a bitch took my Tic Tacs. . I like this movie.,1
59,3,0,3,0,1, ..All I wanna do is get money and fuck model bitches! - Russell Simmons,1
60,3,0,2,1,1, I probably wouldn’t mind school as much if we didn’t have to deal with bitch ass teachers . Retweet,1
61,3,0,3,0,1, I m a fucking fag they said ,1
62,3,0,3,0,1, Females think dating a pussy is cute now? how does doing this stuff make him a pussy?,1
63,3,0,0,3,2, -SimplyAddictedToGuys woof woof hot scally lad,0
64,3,0,3,0,1, Have ya ever asked your bitch for other bitches - kanye voice Yes,1
65,3,0,3,0,1, How u gone bring ur side bitch to a game where You know Ya gf friends at ?! 😩😩 I SWEAR!!,1
66,3,0,1,2,2, woof woof and hot soles,0
67,3,0,1,2,2, Lemmie eat a Oreo & do these dishes. One oreo? Lol,0
68,3,0,3,0,1, bitch fuck u maybe you will get better. Just ,1
69,3,1,2,0,1, Fuck Red Malone man bitch ass niggah could you please use complete sentences?,1
70,3,0,0,3,2, Why the eggplant emoji doe? y he say she looked like scream lmao,0
71,3,0,3,0,1, Hennessey Venom GT 🙈 that is one sexy bitch,1
72,3,0,3,0,1, Him seh me pussy wetter then a shower curtain.. ahmesehwetness <lmao!!,1
73,3,0,3,0,1, Eaglesnation and every Eagles need to see that pic I just posted because that bitch just said the most racist shit ,1
74,3,1,2,0,1," Yo fuck skateboarding, all y all some wood pushing faggots man, ball is life . ",1
75,3,0,1,2,2, baby monkey bathtime . Awwe! This is soo ADORABLE!,0
76,3,0,3,0,1, 😂😂 I ain t shit . Damn Skippy lol,1
77,3,1,2,0,1, u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy No bs must b >30%chance,1
78,3,0,3,0,1, 0 rings 0 mvps 0 bitches lol,1
79,3,1,2,0,1," ppl talk bad about the ghetto/hood .. but as a kid growing up, a nigga had funn ! ",1
80,9,0,7,2,1, The facts on tattoos..tattoo he is a pussy with not tattooing them nipples,1
81,3,0,3,0,1, 💯💯 RT Bitches be wanting to act like niggas so bad 😩😩 that shit aint cutee but niggas act like bitches..,1
82,3,0,3,0,1, Get worshiping bitch! woof woof,1
83,3,1,2,0,1, Wow. RT I m lost. Are those buttcheek piercings? yeah she is a hoe,1
84,3,0,3,0,1," Ok, sis. She would rather be a broke bitch? *shrugs* she will have to tell me how it works for her",1
85,3,2,1,0,0, queer gaywad,1
87,3,0,3,0,1, faggot read my tweets after dat k it wasn t even funny lol,1
88,3,0,3,0,1, This bitch was so ungrateful fr .. LULWHORE,1
89,3,0,3,0,1, I been kidnapped yo bitch ,1
90,3,3,0,0,0, alsarabss hes a beaner smh you can tell hes a mexican,1
91,3,1,2,0,1, happy birthday nigs Thanks yo,1
92,6,1,5,0,1, when ur teacher tells u that u have homework this bitch need to go!!,1
93,3,1,2,0,1, that nigga was eating that hoe lol Hell Yea lol john Paul nigga said john paul.. ,1
94,3,0,3,0,1, What would y all lil ugly bald headed bitches do if they stop making make-up & weave? ,1
95,3,1,2,0,1, Leafs better win this damn game so I can go riot and shit EarlyChristmas you better start looting my nig,1
96,3,0,3,0,1, Going back to school sucks more dick than the hoes who attend it. ,1
97,3,0,3,0,1, On my way to fuck yo bitch me as a 9 year old,1
98,3,0,3,0,1, how come you never bring me food i dont have a car retard,1
99,3,0,3,0,1, If Richnow doesn t show up with hella tinder hoes Im not his friend anymore chill I brought like like 8 prople,1
100,3,1,2,0,1, How bout them Cowboys!! Shutup pussy,1
101,3,0,3,0,1, LMAOO this nigga <bitch want likes for some depressing shit..foh,1
102,3,0,3,0,1, girl you know I was spitting that G shit to you & you was going lbvs bitch plz,1
103,3,0,3,0,1," Let me make a couple tweets off cuzzo page, so I won t get in twitter jail. lmao bitch don t trick me again",1
104,3,0,2,1,1, Harlem shake is just an excuse to go full retard for 30 seconds. ,1
105,3,0,3,0,1," amen miley 🙏 okay, but she don t need to act like a hoe just bc she is emotionally damaged foh",1
106,3,0,3,0,1," having one loyal female is wayy better than having hoes , idc 💯 ",1
107,3,0,3,0,1, Pussy licking pussy.. meow meow StopWhitePeople2014 🐱 ” . 😕,1
108,3,0,3,0,1, Check out our 12th man. CowboysNation even with all those faggot ny fans in the stands,1
109,3,0,3,0,1, What happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch,1
110,3,0,3,0,1, im the bitch okay nudes pat 😪😏🐸 wow,1
111,3,3,0,0,0," you are fucking gay, blacklisted hoe Holding out for TehGodClan anyway ",1
112,3,0,3,0,1, The fuck be wrong with these bitches? Nobody knows,1
113,3,0,3,0,1, Yall shut up p make me bitch,1
114,3,1,2,0,1, I hate a I m pregnant type of bitch. ,1
115,3,0,3,0,1, Got bitches in the DM but I don t ever read em which is y your top 3,1
116,3,0,0,3,2, Baseball season for the win. Yankees This is where the love started,0
117,3,0,3,0,1, Little stupid as bitch I don t fuck with yoouu.. ,1
118,3,0,3,0,1," she really asked me that dead ass serious tho, all i could say was bitch wheet LOL",1
119,3,0,0,3,2," I m an early bird and I m a night owl, so I m wise and have worms. ",0
120,3,0,1,2,2, Overdosing on heavy drugs doesn t sound bad tonight. I do that pussy shit every day.,0
121,3,0,0,3,2, Pit Bulls Photographed As Lovely Fairy Tale Creatures ”. They *are* fairy tale creatures.,0
122,3,0,3,0,1," Aw. ..fag, don t tweet aw to me lol",1
123,3,0,0,3,2," As long as the Lakers trash from now on, I could careless. And that is real. . CC hahaha",0
124,3,0,3,0,1, I didn t say anything tho kiss me then faggot,1
125,3,0,0,3,2," this the I play soccer, cheat on girls, and wear khaki coloured cargos haircut 😂 yup",0
126,3,0,3,0,1, I could go for a fat ass bitch on my lap same,1
127,3,0,3,0,1, 17 missed calls!! 😠😡 Das yo P.O bitch twitter finna be screamn FreeMoneyMelle,1
128,6,0,6,0,1, Ya side bitch gotta know it is rules to this shit..anybody ask you my cousin from jersey thinkin bout moving lmmfao 😂😂,1
129,3,0,3,0,1, “ 3 | Amo los pies ” fuck yeah,1
130,3,0,3,0,1, These hoes be thinking Meat won t slap they ass 😴👋 ainna bruh,1
131,3,0,3,0,1, Yall bitches wit no edges be doing the most talking 😩😴✋ 😂😂,1
132,3,0,3,0,1, Yall still going trick or treating this year or nah? hell yeah ima be da sweet tooth bandit steal bitches bags n shit,1
133,3,0,3,0,1, I wanna have sex with my mom fuck her right in that pussy where I came from damn you got hacked like fuck,1
134,6,0,6,0,1, If she kiss u with her eyes open watch that bitch! lmfao,1
135,3,0,3,0,1, You a woulda coulda shoulda ass hoe 😳🙊 ,1
136,3,0,3,0,1, Happy Bday Bitch Ass Nigga preciate that bitch roll up!,1
137,3,0,3,0,1, used to send that bitch up ,1
138,6,0,6,0,1, Ugly bitches be like I m my own WCW duh bitch you ain t nobody elses😂😂 ,1
139,3,1,2,0,1," nigga you know we hacky sack hoes. ..nah, I throw no look passes lmao",1
141,3,1,2,0,1, Glad I m getting outta Atlanta. Nothing but a bunch of niggas in & outta jail & dumb bitches with mad kids fuckin em. ,1
142,3,0,1,2,2, This isn t ghetto..it is smart I m doing this idc,0
143,3,0,2,1,1, I would wife a hoe only cuz we wouldn t care that we cheating in each other. ..why force the relationship in the first place?,1
144,3,0,3,0,1, Being single isn t an excuse to be a hoe. ,1
145,3,1,2,0,1, White boy power bitch black power bitch,1
146,3,0,3,0,1," Lets get drunk, get blowed, spit shit spark blunts & fuck hoes! Bro white dudes have no chill.",1
147,3,0,3,0,1, bitch where u been Around the world and back. Where you been?,1
148,3,0,3,0,1, if I don t get my dick sucked at yo party by a bad bitch I m fr gone set it off 😂😂 *by *,1
149,3,0,2,1,1, oomf is soo cute. But he probably has hoes on him a lot. ,1
150,3,0,3,0,1, In every cartoon theirs alway a saving these hoes lmao. lmao damn captain SaveAHoe,1
151,3,0,1,2,2, Who wants to get there nose in these bad bois then scally chav sockfetish stinking hot sox and legs,0
152,3,0,3,0,1, I wish I was a bitch like my brother keezy 😒 oow I bet you do,1
153,6,0,6,0,1, If you dressed up as a cat for Halloween you are basic. ..or a pussy,1
154,4,0,4,0,1, Can pornhub just get a gaming stream feature so these dumb bitches can gtfo get on it Katie<3,1
155,3,0,3,0,1, stop being scared to choke her during sex u bitch ass niggas. She’ll like it. . Says the guy who hits women out of bed. FOH,1
156,3,0,3,0,1, ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig,1
157,6,0,6,0,1," Oh man.. its 5 am, you off a molly, ho where the fuck ya seed at?? fixed",1
158,3,0,3,0,1, You are not a man if you refer to every girl as a bitch ,1
159,3,0,3,0,1, Lmfao this cat started beating the shit out of me my nigga finally got some pussy?!? MY NIGGA!!,1
160,3,0,1,2,2, Peel up peel up bring it back up rewind back where I m from they move Shaq from the line oow who tf said that trash!!?,0
161,3,0,2,1,1, io io alu record ho vine sai pe hahahaha lol anywaays.. haha,1
162,3,0,3,0,1, naw it is my old tape. new cover . my upcoming mixtape is KingOfTheHill Yeah I m waiting on that hoe Mayne!,1
163,3,0,3,0,1, Ol dirty foot ass bitches.. this was too funny to me.,1
164,3,0,3,0,1, that is where I get my yellow flags for being amazing 👏😌 HELL YEAH NIGGY,1
165,3,0,3,0,1, Don t got time for bitches to be actin iffy. ,1
166,3,0,0,3,2, UCFPINKPARTY come on stay alive knights nation!! This is still the early bird special. ComeAtMeUT,0
167,3,0,2,1,1, These hoes ain t loyal ; no they ain t . Smfh & wonder why nobody decent wants them,1
168,3,0,3,0,1," Bruh, you studs keep thinking I m soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU. BYE HOE!",1
169,3,0,3,0,1, dry pussy bitches always blame it on the condom😂 👏😂👏😂,1
170,3,0,3,0,1, shut yo bitch ass up! 😭😂,1
171,3,0,3,0,1, Gucci Mane in jail and dropping mixtapes every month and you hoes can t even text back ,1
172,3,0,3,0,1, You love these hoes more then money wats wrong these niggas ,1
173,6,0,6,0,1, A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo. ..sounding like me over there lol,1
174,3,0,3,0,1," Easy cum, easy hoe That is a fact !",1
175,3,0,3,0,1, Charlie Sheen is too real major fucking respect for Charlie Sheen.,1
176,3,0,3,0,1, Wish I had a bae 😕 . You got all the hoes tho,1
177,3,0,3,0,1, Fuck twerking bitch can you cook ? ,1
178,3,0,3,0,1, bitch What the Fuck ,1
179,3,1,2,0,1," “ Shut up zoe fight me pussy” for zoe? I m good, man. You are good ma am. Move along now",1
180,3,0,3,0,1, Lmao fucking snake bitches @ em,1
181,3,0,3,0,1, Big booty hoes everywhere sheesh 😍 damn 🌿👀🌿,1
182,3,0,0,3,2, Stay tuned to for an update on the report that 1B will be out 8-10 weeks bum,0
183,3,0,0,3,2," “ I play soccer, cheat on girls, and wear khaki coloured cargos haircut ” yes lmfao ",0
184,3,0,3,0,1, Oregon chokes every year get off the field trash ass program RFT,1
185,3,0,3,0,1," Def not cowboy lol RT Terrell Owens was the best Eagle & Cowboy ever ..dude cried like a bitch on tv, over Romo",1
186,3,3,0,0,0, LMFAOO I HATE BLACK PEOPLE This is why there is black people and niggers,1
187,3,0,3,0,1, How could u do this to me bitch potent,1
188,3,0,1,2,2, a pissed lad past out. I would lick his dirty soles while he slept.,0
189,3,0,1,2,2, love frat boy w/ soft long soles,0
190,3,0,1,2,2, sexy lad with hot soles and arches.,0
191,3,0,3,0,1, nah fam I gotta cheat with the hoes depends on the female i feel,1
192,3,0,0,3,2, 👏👏🙌 I got hicks lol,0
193,3,1,2,0,1, This new twitter is confusing the shit out of me. Go back to south america bitch,1
194,3,0,3,0,1, Toto means ass or vagina? I think pussy cause toto santi is like nasty pussy,1
195,3,0,3,0,1, but what if he actually does choose the ugly bitch over you?  Her ass must be fat!,1
196,3,0,3,0,1, bitch couldn t kill my vibe if ya tried. 🌈🌈 dis why i love miley *,1
197,3,0,3,0,1," I m tired of bitches saying I look mean.. 😒 nigga you big af, wear tight shirts, and grim everybody.",1
198,6,0,0,6,2," 10 birds your grandkids may never see, thanks to climate change Climate",0
199,3,0,3,0,1, Stay beautiful you bitch ,1
200,3,0,3,0,1, WutKinda. r purple. Ceelee man this gurl was jus playin on the stupid hoe track. But in still shitted on sum gurls,1
201,3,0,3,0,1, Money getting taller and bitches getting blurry ,1
202,3,1,2,0,1, I ain t never seen a bitch so obsessed with they nigga😂 I m obsessed with mine 😑,1
203,3,0,2,1,1, Kobe stay talking trash. But let is not forget I meant to do this one. Smh.,1
204,3,2,1,0,0, At least I m not a nigger . Lmfao,1
205,3,0,3,0,1, People always asking me what I m mixed with. She a bad asian bitch lol,1
206,3,2,1,0,0, Ariza is a snake and a coward but at least he isn t a cripple like your hero Roach lmaoo,1
207,3,0,1,2,2, “ Fosters home for imaginary trash” WHOA CHILL . that show was everything tf,0
208,6,0,5,1,1," I am lowkey tired. ..if you tired, be quiet and go to sleep hoe!",1
209,3,0,3,0,1, “ Stop bringing weird niggers into my mentions! ” ,1
210,3,0,3,0,1, We don t love these hoes 👐🙅 ,1
211,3,0,3,0,1, If yo girl cant have homeboys you a ol weak bitch ass nigga! ,1
212,3,0,3,0,1, I think worst advice I gave you was don t be a pussy and speed up lol ,1
213,3,0,3,0,1, Quote this tweet with your favorite animal. pussy,1
214,3,0,3,0,1," I hate when strippers tell you they are dancers . Hoe, ballet dancers don t pop their pussy to Beethoven. You a STRIPPER! ",1
215,3,0,3,0,1, Andrewbryant Poff has double vision after 2 beers. Poff .. Double pussy 😎 smh,1
216,3,0,3,0,1," When bitches TWERK on the computer... ME In ya 👙, in ya damn 👙‼️ ",1
217,3,0,3,0,1," “ “ Prince, THIS is art. ” nobody takin his bitch!",1
218,3,0,1,2,2, 61% of welfare/government aid is claimed by white people. So y all black slander is trash now. ,0
219,3,0,3,0,1, These bitches don t care they just play that role. ,1
220,6,0,6,0,1," It took a while for you to find me, but I was hiding In the lime tree. .  dis bitch in da wrong tree bro.",1
221,6,3,2,1,0," Drakes new shoes that will be released by Nike/Jordan.. Yes, there is glitter on the shoes ..dudes a fag",1
222,3,0,1,2,2, inna di ghetto!! You alone lmaoo,0
223,3,0,1,2,2, “ hoes Austin” teach us Austin. I teach u how to get curved? That is all I know,0
224,3,1,2,0,1, bitches can t cook but know how to suck dick .. s/o to the ones that can do both!,1
225,3,0,3,0,1, Fat hoes get chose lol,1
226,3,0,3,0,1," hoesaintloyal well they are hoes,no one expects them to be loyal",1
227,3,0,3,0,1, ol bitch ass ,1
228,3,1,2,0,1, Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaoo,1
229,3,0,3,0,1, Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls lol bitch fuck you,1
230,3,0,3,0,1," Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory . Me *rolls on the floor, laughing*",1
231,3,1,2,0,1, I don t want to have sex with my gf because I feel like I m using her.. - anonymous Whata faggot,1
232,3,0,3,0,1," @ One of your followers with this 😍😩 @ somebody, bitch if you don t",1
233,3,0,3,0,1, If ya bitch always bitching clearly she care! Or just an annoying Bitch!,1
234,3,0,3,0,1, These catfish hoes thinkin they slick.. But niggas catching on 😌 ,1
235,3,0,3,0,1, Can t worry about a bitch that ain t worried bout me real,1
236,3,0,3,0,1, Side hoes are for insecure niggas that can t handle a real one. ,1
237,3,0,3,0,1, 😂😂RT Lmao! This bitch come scooting in the tent like she about to fuck some shit up! 😭😭,1
238,3,0,3,0,1, My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers 😂 ,1
239,3,0,3,0,1, i m hungry but ionn wanna spend my money on food😒 Broke hoe problems 😂😂💀,1
240,6,0,6,0,1, Dese hoes be LYIN to all of us nigga ,1
241,3,0,3,0,1, oh yeah fuck that bitch,1
242,3,0,1,2,2, Eli Manning just threw his NFL-leading 27th interception of the season. Lmao trash,0
243,3,0,1,2,2, USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. » he is a bitch,0
244,3,0,3,0,1, Guess what? I also have zero time for your mansplaining! Adios! Stfu pussy,1
245,3,0,1,2,2, Chilling 👅™ sexy scally lad,0
246,3,0,3,0,1, I ain t sharing no bitch if you mines you mines 💯 ,1
247,3,0,3,0,1, money only impress the simple broke bitches ,1
248,3,0,2,1,1," Pisces will never be anybody is bitch, they don t let people control or change them. Rigghht",1
250,3,0,1,2,2, tuku ho I don't know blah blah blah 😂😂,0
251,3,0,1,2,2, I m not mad cuh hahaha suure.. tuku ho ita! 😂😂,0
252,3,0,3,0,1, These hoes is crazy ,1
253,3,0,3,0,1, You ain t ever gonna be a slice bitch. Kevin hart. ( ,1
254,3,0,3,0,1," Oomf so fuckin fine tho 😩 dam @ her, don t be no bitch.",1
255,3,1,2,0,1, I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags,1
256,3,0,3,0,1," NewSATQuestions. Yeah bitch, yeah bitch, call me __ . a.) Maybe. b.) Steve-O. c.) Later. d.) Jesse Pinkman . ",1
257,3,0,3,0,1, Hickies in between her thighs right by her pussy >> Its only right,1
258,3,0,3,0,1, Would you still love me when I m no longer young and beautiful? No. Ugly monkey ass.,1
259,3,1,2,0,1, y all come through the front. bitch I ain t coming,1
260,3,1,2,0,1, faggot bitch ,1
261,3,0,3,0,1," yea, I m on my iPad. I don t work this Friday. Let is ball this faggot up i work 2-5",1
262,3,0,1,2,2, this scally lad would get it,0
263,3,2,1,0,0, GerrysHalloweenParty Halloween was yesterday stupid nigger,1
264,3,0,2,1,1," Chrus still supahot tho *walks up to teacher with test, drops test in that bitch fohead* ",1
265,3,0,3,0,1, “ I love eating pussy lol I never get full lol” I can eat that shit forever lol and ever.,1
266,3,0,3,0,1, “ “ No slushes 😥”hoes nasty anyway fam 😴”them hoes taste like meds 🍇🍇🍼,1
267,3,0,2,1,1, “ No slushes 😥”hoes nasty anyway fam 😴,1
268,3,1,2,0,1, BOBBY BITCH-by be getting me live as fuck hell yea i play that hoe before my workout,1
269,3,0,3,0,1, Yo bitch is Gucci Mane RT My bitch a stoner 💯💯 😂😂,1
270,3,0,3,0,1, I can ride your bitch with no handle bars ,1
271,3,0,3,0,1, And if you ain t a hoe get up out my traphoussee ,1
272,3,0,0,3,2, 15 sad TV character deaths we are still bitter over.. ned stark was the man,0
273,3,0,3,0,1, These harbor bitches are all Party Bus hoes Lol all?,1
274,3,0,3,0,1, pussy love it,1
275,3,0,3,0,1," Ultraviolence video, its coming you little bitch! MTVHottest Lana Del Rey . bitchy promo",1
276,3,0,3,0,1, On my way to fuck your bitch . LMFAO KITTYCOPTER,1
277,3,0,0,3,2, A smuggler explains how he helped fighters along the Jihadi Highway ,0
278,3,0,3,0,1, Aww their avis look so cute together 💑 💀💀 do I gotta get Ike avi on this bitch ?,1
279,3,0,3,0,1," Its simple, dont be a hoe=dont worry about being exposed 😜 fight me why ?",1
280,3,0,3,0,1, whys this bitch boosting herself . Her size isn t exactly the most healthy tho,1
281,3,0,3,0,1, bet not be no bitches! 😂👐🔫🔫🔪 😂😂 Kim bye!!,1
283,3,0,3,0,1, Damn near gotta protect my tweets.. stalkers being annoying you got that dope dick. Drive these bitches loco,1
284,3,0,3,0,1, I m making marack my girlfriend . aye b you pullin hoes just like o taught you,1
285,3,1,2,0,1, Bruno fag boy you love me.,1
286,3,0,3,0,1, “ I must be a bitch” you are 😂😂 sike naw This why we always beefing 😂,1
287,3,0,0,3,2," Down 6-1, Yankees look to rally in the bottom of the 9th. RALLYCAP",0
288,3,0,3,0,1, “ Don t take advantage of a nice person”@ hoes @ everyjuan,1
289,3,1,2,0,1, Happy birthday bitch nigga Thanks pal,1
290,3,0,3,0,1, Sad knowing that most hoes won t fuck with you bc you ain t got stacks. wait till friday,1
291,3,0,3,0,1, cinco shit harder fucc nigga yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,1
292,3,0,3,0,1, eww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs 😳😳,1
293,4,1,3,0,1, I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back Strong Mush or Shake..,1
294,3,0,3,0,1, My pussy still fresh <-- something stank girls say.,1
295,4,0,4,0,1, Ass slapping is one the greatest things. Haha. 😏 I slapped a girl on the ass. . She got mad I aint get pussy for a week,1
296,3,0,3,0,1, yeah Texans are so much better you fucking retard I see that you are mad about this.,1
297,3,1,2,0,1, Nd What the Fuck is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE! ..looking like black&milds out here,1
298,4,0,4,0,1, There is a lane some bitches need to stay in 😎 the left n get right the fuck outta our face 😭💁😘,1
299,3,0,3,0,1, I hate when boys deny that they have bitches 👐😩 smh,1
300,3,1,2,0,1, Ya nigs out there still saying y all don t eat butt?! WITH A STRAIGHT FACE!,1
301,3,0,3,0,1, Im a boss ass bitch ..that needs to sit in a corner,1
302,3,0,3,0,1," He is a hoe , I can t ",1
304,3,0,3,0,1, Me And Paul Thinkin Bout Gettin Rentals For Da Weekend 🚙💨💨 ooh shit bitches betta stay out da streets,1
305,6,0,6,0,1, bitches hold they nigga down when he get locked up.. but if a nigga go to college or the military it is a different story. 😴 ,1
306,3,1,2,0,1, why do my friends hate me because you a ratchet hoe..,1
307,3,1,2,0,1, No love for these fuck niggas hoes*,1
308,3,0,3,0,1, Hot meat sexy as fuck scally lad. I would love to meet him and his trainers.,1
309,3,0,3,0,1, Sniff perved up scally lad. fuck yeah.,1
310,3,0,3,0,1, These bitches love Sosa ,1
311,4,0,3,1,1, “ I legit watched it for about 30 or 40 seconds 😑”SO DID I What the Fuck prob cause were retarded smh,1
312,3,0,3,0,1," What should I name my cat, ideas? Mr pussy",1
313,3,0,2,1,1, woof woof. Sexy thug boy scally.,1
314,3,0,3,0,1, u see the damn phone ringing? 😣😒😞 when you married bitches makes demands!! You haven t called me,1
315,3,0,3,0,1, Tevin is my favorite sophomore I think he is so funny Hes really not. Lmaoo hes a little hoe,1
316,3,0,3,0,1, 10 sex positions naw this what u call fucking the soul outta bitch 😭,1
317,3,2,1,0,0," is bored supposed to be cute, you faggot? Sometimes",1
318,3,0,0,3,2, One mans trash 🚮 is another mans treasure 🏆 ,0
319,3,0,3,0,1, I don t got no type. Bad bitches is the only thing I like *Iongotnotype,1
320,3,2,1,0,0," lassen cc , the coach wants me i feel it youll get more my nig no doubt",1
321,3,0,3,0,1," god teeth , gold chain. white bitches , cocaine ",1
322,3,1,2,0,1," Its me hoe, its me hoe💁 shh",1
323,3,0,3,0,1," In D.C., we call them rollers, in Chiraq we call them thots. All across America they have been known as a hoe.",1
324,3,0,3,0,1, I m gonna miss that bitch of a bus driver.. no you won t. Don t lie,1
325,3,0,3,0,1, hate when bitches try and put you in the friendzone. bitch I m tryin to score put me in the endzone 🔥🔥 ON. MY. SOUL!,1
326,3,0,1,2,2, Ashley Young has tried to deny that bird s** landed in his mouth --> hahaha,0
327,3,0,3,0,1, yall both gimped up?? Ain t tht a bitch huh lol,1
328,3,0,1,2,2, Take me for a ride 😍💋 redneck woof woof,0
329,3,1,2,0,1, oh my god I love Victoria Mitchell all my bitches love me,1
330,3,0,3,0,1, That long distance shit wack I knew the bitch was cheating - uh oh,1
331,3,0,3,0,1, HE S DOING IT RIGHT 😍👸💞 no bitches smh,1
332,3,0,3,0,1, they BAN dat pussy for life & he gotta pay 2.5 millon dollar fine ,1
333,3,1,2,0,1," Roses are red and violets are blue and niggers are black, you know that is true. ",1
334,3,0,0,3,2," Sitting on my window sill, window open, bird tries to fly in. Smacked it. ProtectTheAnimals ",0
335,3,0,3,0,1," But a nigga gon be a nigga, be a nigga. You sound fuckin retarded",1
336,3,0,0,3,2, a video an entire media will likely mock. i am such a crybaby,0
